fighter_key,fighter_id,fighter_name,nick_name,wins,losses,draws,height,weight,reach,stance,date_of_birth,height_cm,weight_lbs,reach_inches,reach_cm,url,slpm,str_acc,str_acc_num,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_acc_num,takedowns_def,sub_avg,source_match
JENS PULVER,44260175069b6276,Jens Pulver,Little Evil,27.0,19.0,1.0,"5' 7""",145 lbs.,"70""",Southpaw,1974-12-06,170.18,145.0,70.0,177.8,http://ufcstats.com/fighter-details/44260175069b6276,2.12,37%,37.0,3.13,56%,0.22,33%,33.0,63%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
JEONGYEONG LEE,d008d785f6347dc2,JeongYeong Lee,Korean Tiger,11.0,3.0,0.0,"5' 10""",145 lbs.,"73""",Orthodox,1995-11-13,177.8,145.0,73.0,185.42,http://ufcstats.com/fighter-details/d008d785f6347dc2,3.38,49%,49.0,3.82,50%,0.63,66%,66.0,72,0.3,"fighter_tott, ufc_dataset"
JEREMIA SIREGAR,a7ac3b1b0c4146db,Jeremia Siregar,,,,,"5' 2""",125 lbs.,"63""",Orthodox,1991-07-27,157.48,125.0,63.0,160.02,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db,,,,,,,,,,,fighter_tott
JEREMIAH BILLINGTON,b3b6e80b7d5f8f0d,Jeremiah Billington,,,,,"5' 9""",205 lbs.,,Orthodox,1977-11-14,175.26,205.0,,,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d,1.6,62%,62.0,7.06,35%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details"
JEREMIAH CONSTANT,18f5669a92e99d92,Jeremiah Constant,,,,,"6' 1""",240 lbs.,,Orthodox,1974-07-19,185.42,240.0,,,http://ufcstats.com/fighter-details/18f5669a92e99d92,1.5,75%,75.0,3.25,43%,0.0,0%,0.0,0%,7.5,"fighter_tott, raw_fighter_details"
JEREMIAH LABIANO,4fe1d105af549845,Jeremiah Labiano,,,,,"5' 10""",135 lbs.,,,,177.8,135.0,,,http://ufcstats.com/fighter-details/4fe1d105af549845,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMIAH METCALF,5bdcbd8dd681a257,Jeremiah Metcalf,,,,,"6' 1""",185 lbs.,,Orthodox,,185.42,185.0,,,http://ufcstats.com/fighter-details/5bdcbd8dd681a257,1.74,59%,59.0,0.27,60%,4.02,66%,66.0,100%,2.0,"fighter_tott, raw_fighter_details"
JEREMIAH O'NEAL,338fda4ec7034c5d,Jeremiah O'Neal,,,,,"5' 8""",260 lbs.,,,1977-10-25,172.72,260.0,,,http://ufcstats.com/fighter-details/338fda4ec7034c5d,1.15,40%,40.0,7.5,23%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMIAH RIGGS,f1a9ad7485e5024a,Jeremiah Riggs,,,,,"6' 0""",185 lbs.,,,1982-12-17,182.88,185.0,,,http://ufcstats.com/fighter-details/f1a9ad7485e5024a,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMIAH WELLS,d66a46de8d705353,Jeremiah Wells,,12.0,4.0,1.0,"5' 9""",170 lbs.,"74""",Switch,1986-10-30,175.26,170.0,74.0,187.96,http://ufcstats.com/fighter-details/d66a46de8d705353,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JEREMIE HOLLOWAY,ee28aa7f1043756c,Jeremie Holloway,,,,,"6' 0""",170 lbs.,,,1984-09-29,182.88,170.0,,,http://ufcstats.com/fighter-details/ee28aa7f1043756c,0.81,50%,50.0,0.51,79%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMY BOCZULAK,1afd74f8cb0719f3,Jeremy Boczulak,,,,,,,,,,,,,,http://ufcstats.com/fighter-details/1afd74f8cb0719f3,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMY FREITAG,5b91296f8fff9657,Jeremy  Freitag,,,,,"6' 1""",205 lbs.,,,,,205.0,,,,0.0,0%,0.0,8.37,19%,0.0,0%,0.0,33%,1.9,raw_fighter_details
JEREMY HAMILTON,7ada6ea792a34424,Jeremy Hamilton,,,,,,185 lbs.,,,1984-11-14,,185.0,,,http://ufcstats.com/fighter-details/7ada6ea792a34424,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMY HORN,8d26912cd2aeb366,Jeremy Horn,Gumby,91.0,22.0,5.0,"6' 1""",185 lbs.,"74""",Orthodox,1975-08-25,185.42,185.0,74.0,187.96,http://ufcstats.com/fighter-details/8d26912cd2aeb366,1.19,39%,39.0,1.99,55%,1.83,38%,38.0,29%,1.1,"fighter_tott, raw_fighter_details, ufc_dataset"
JEREMY JACKSON,ad32471f01e7b1a5,Jeremy Jackson,Scorpion,9.0,5.0,0.0,"5' 10""",170 lbs.,,Orthodox,1982-09-19,177.8,170.0,,,http://ufcstats.com/fighter-details/ad32471f01e7b1a5,0.71,27%,27.0,2.03,25%,1.52,40%,40.0,58%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JEREMY KENNEDY,68f6e96c5fa6e044,Jeremy Kennedy,JBC,11.0,1.0,0.0,"5' 11""",145 lbs.,"71""",Orthodox,1992-09-16,180.34,145.0,71.0,180.34,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,2.22,46%,46.0,2.58,47%,5.73,52%,52.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JEREMY KIMBALL,917a5cb9821df261,Jeremy Kimball,,15.0,8.0,0.0,"6' 0""",205 lbs.,"72""",Switch,1991-01-03,182.88,205.0,72.0,182.88,http://ufcstats.com/fighter-details/917a5cb9821df261,2.81,46%,46.0,3.84,49%,1.41,20%,20.0,50%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JEREMY LANG,09422812370fbdfe,Jeremy Lang,,,,,"5' 11""",205 lbs.,,Southpaw,1975-05-11,180.34,205.0,,,http://ufcstats.com/fighter-details/09422812370fbdfe,1.13,50%,50.0,1.41,42%,4.22,60%,60.0,0%,4.2,"fighter_tott, raw_fighter_details"
JEREMY LARSEN,c3bd649a9194e50c,Jeremy Larsen,,8.0,5.0,0.0,"5' 10""",145 lbs.,"70""",Orthodox,1984-05-18,177.8,145.0,70.0,177.8,http://ufcstats.com/fighter-details/c3bd649a9194e50c,4.87,48%,48.0,5.75,57%,2.49,33%,33.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JEREMY MALATERRE,110404b505fb562c,Jeremy Malaterre,,,,,"5' 11""",155 lbs.,,,,180.34,155.0,,,http://ufcstats.com/fighter-details/110404b505fb562c,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMY MAY,c32fdfe75cda5b22,Jeremy May,,,,,"6' 1""",185 lbs.,,,1986-10-23,185.42,185.0,,,http://ufcstats.com/fighter-details/c32fdfe75cda5b22,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMY STEPHENS,18968f97ad34f15c,Jeremy Stephens,Lil' Heathen,28.0,20.0,0.0,"5' 9""",155 lbs.,"71""",Orthodox,1986-05-25,175.26,155.0,71.0,180.34,http://ufcstats.com/fighter-details/18968f97ad34f15c,3.13,40%,40.0,3.25,57%,1.1,38%,38.0,61%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
JEREMY TAVARES,681d07e328798ec0,Jeremy Tavares,,,,,,135 lbs.,,,,,135.0,,,http://ufcstats.com/fighter-details/681d07e328798ec0,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMY UMPHRIES,4793a2d90f5ab8ae,Jeremy Umphries,,,,,,160 lbs.,,,,,160.0,,,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMY WALLACE,b87c3f460709f74c,Jeremy Wallace,,,,,"5' 9""",,,,,175.26,,,,http://ufcstats.com/fighter-details/b87c3f460709f74c,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JEREMYFREITAG,a47e9ec288c91067,JeremyFreitag,,,,,"6' 1""",205 lbs.,,,,185.42,205.0,,,http://ufcstats.com/fighter-details/a47e9ec288c91067,,,,,,,,,,,fighter_tott
JERI SITZES,44a1dd0ef4373edc,Jeri Sitzes,,,,,"5' 5""",125 lbs.,,,,165.1,125.0,,,http://ufcstats.com/fighter-details/44a1dd0ef4373edc,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JERMAINE ANDRE,9bad58fa651d6196,Jermaine Andre,,14.0,4.0,0.0,"5' 7""",200 lbs.,,Orthodox,,170.18,200.0,,,http://ufcstats.com/fighter-details/9bad58fa651d6196,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JEROME LEBANNER,2d0b10789feafddb,Jerome LeBanner,,,,,"6' 3""",265 lbs.,,Southpaw,1972-12-26,190.5,265.0,,,http://ufcstats.com/fighter-details/2d0b10789feafddb,0.92,35%,35.0,1.03,37%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details"
JEROME RIVERA,c9587d81e1d33925,Jerome Rivera,Renegade,10.0,6.0,0.0,"5' 10""",125 lbs.,"72""",Southpaw,1995-04-22,177.8,125.0,72.0,182.88,http://ufcstats.com/fighter-details/c9587d81e1d33925,3.08,34%,34.0,2.47,51%,0.0,0%,0.0,40%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JERREL VENETIAAN,602bb270f2bdbf02,Jerrel Venetiaan,,,,,"6' 1""",195 lbs.,,Orthodox,1971-03-09,185.42,195.0,,,http://ufcstats.com/fighter-details/602bb270f2bdbf02,0.81,33%,33.0,1.51,67%,0.0,0%,0.0,60%,0.0,"fighter_tott, raw_fighter_details"
JERROD SANDERS,12f1b140e248bdb9,Jerrod Sanders,J-Reazie,16.0,3.0,0.0,"5' 8""",135 lbs.,"72""",Orthodox,1979-10-01,172.72,135.0,72.0,182.88,http://ufcstats.com/fighter-details/12f1b140e248bdb9,0.88,64%,64.0,1.14,46%,2.2,33%,33.0,50%,1.6,"fighter_tott, raw_fighter_details, ufc_dataset"
JERRON PEOPLES,a2ac473d74eb157c,Jerron Peoples,,,,,"6' 0""",170 lbs.,,,1982-05-04,182.88,170.0,,,http://ufcstats.com/fighter-details/a2ac473d74eb157c,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JERRY BOHLANDER,93892752c5fc23ca,Jerry Bohlander,,11.0,4.0,0.0,"5' 11""",199 lbs.,,Orthodox,1974-02-12,180.34,199.0,,,http://ufcstats.com/fighter-details/93892752c5fc23ca,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JESS BOUSCAL,38b1417ec17072da,Jess Bouscal,,,,,,155 lbs.,,,,,155.0,,,http://ufcstats.com/fighter-details/38b1417ec17072da,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JESS LIAUDIN,a8aba6fd8a463043,Jess Liaudin,The Joker,20.0,11.0,0.0,"5' 9""",170 lbs.,"72""",Orthodox,,175.26,170.0,72.0,182.88,http://ufcstats.com/fighter-details/a8aba6fd8a463043,2.46,51%,51.0,2.76,41%,3.28,53%,53.0,30%,1.6,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSAMYN DUKE,a7ddae0be8b78147,Jessamyn Duke,The Gun,3.0,5.0,0.0,"5' 11""",135 lbs.,"73""",Orthodox,1986-06-24,180.34,135.0,73.0,185.42,http://ufcstats.com/fighter-details/a7ddae0be8b78147,4.83,53%,53.0,4.43,57%,1.27,36%,36.0,50%,1.9,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSE BONGFELDT,934de214814b8ff4,Jesse Bongfeldt,Water,16.0,5.0,1.0,"6' 0""",185 lbs.,,Orthodox,1980-08-28,182.88,185.0,,,http://ufcstats.com/fighter-details/934de214814b8ff4,2.91,62%,62.0,1.01,50%,1.51,33%,33.0,33%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSE BUTLER,a75a48bfe776b2c2,Jesse Butler,,12.0,6.0,0.0,"5' 10""",135 lbs.,"73""",Orthodox,1992-05-24,177.8,135.0,73.0,185.42,http://ufcstats.com/fighter-details/a75a48bfe776b2c2,2.02,34%,34.0,4.62,39%,0.0,0%,0.0,0,0.0,"fighter_tott, ufc_dataset"
JESSE FINNEY,0496cdac0bc9edd8,Jesse Finney,,,,,"6' 0""",170 lbs.,,,1974-07-11,182.88,170.0,,,http://ufcstats.com/fighter-details/0496cdac0bc9edd8,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JESSE FORBES,947eccadb72f4f6f,Jesse Forbes,Kid Hercules,15.0,5.0,0.0,"6' 2""",185 lbs.,"75""",Southpaw,1984-10-24,187.96,185.0,75.0,190.5,http://ufcstats.com/fighter-details/947eccadb72f4f6f,2.11,24%,24.0,4.06,53%,1.79,75%,75.0,66%,1.2,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSE FUJARCZYK,c3c38c86f5ab9b5c,Jesse Fujarczyk,,,,,"6' 4""",225 lbs.,,Southpaw,1983-01-28,193.04,225.0,,,http://ufcstats.com/fighter-details/c3c38c86f5ab9b5c,1.03,33%,33.0,4.91,38%,0.0,0%,0.0,25%,0.0,"fighter_tott, raw_fighter_details"
JESSE GILLESPIE,160b931119c1bf91,Jesse Gillespie,,,,,,185 lbs.,,,,,185.0,,,http://ufcstats.com/fighter-details/160b931119c1bf91,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JESSE JONES,bc0f994de0521926,Jesse Jones,,,,,"5' 9""",170 lbs.,,,,175.26,170.0,,,http://ufcstats.com/fighter-details/bc0f994de0521926,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
JESSE JUAREZ,cd039ff136d89ded,Jesse Juarez,,,,,"6' 1""",170 lbs.,,Orthodox,1981-05-08,185.42,170.0,,,http://ufcstats.com/fighter-details/cd039ff136d89ded,1.71,48%,48.0,2.87,52%,2.69,33%,33.0,50%,0.0,"fighter_tott, raw_fighter_details"
JESSE LENNOX,3ae10ac4df3df05c,Jesse Lennox,The Ox,14.0,4.0,0.0,"5' 9""",170 lbs.,"72""",Orthodox,1982-03-10,175.26,170.0,72.0,182.88,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,2.69,32%,32.0,3.2,64%,1.22,66%,66.0,63%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSE MORENG,2e2cdb6e9eb84bb9,Jesse Moreng,,,,,"5' 7""",145 lbs.,,Orthodox,1979-11-09,170.18,145.0,,,http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9,1.26,40%,40.0,2.08,48%,5.56,100%,100.0,100%,0.0,"fighter_tott, raw_fighter_details"
JESSE MURRAY,d0147e906106cd2e,Jesse Murray,,,,,"6' 3""",205 lbs.,"78""",Orthodox,1993-01-26,190.5,205.0,78.0,198.12,http://ufcstats.com/fighter-details/d0147e906106cd2e,,,,,,,,,,,fighter_tott
JESSE RONSON,5580771f383e141f,Jesse Ronson,The Body Snatcher,21.0,12.0,0.0,"5' 10""",155 lbs.,"70""",Southpaw,1985-12-24,177.8,155.0,70.0,177.8,http://ufcstats.com/fighter-details/5580771f383e141f,3.54,49%,49.0,2.99,59%,0.63,40%,40.0,61%,0.6,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSE SANDERS,59aaf2730b84698a,Jesse Sanders,,23.0,7.0,0.0,"6' 0""",170 lbs.,,Orthodox,,182.88,170.0,,,http://ufcstats.com/fighter-details/59aaf2730b84698a,0.0,0%,0.0,6.45,35%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSE STRADER,8c39367b53eadf8a,Jesse Strader,Sui Generis,5.0,3.0,0.0,"5' 7""",135 lbs.,"70""",Orthodox,1991-05-29,170.18,135.0,70.0,177.8,http://ufcstats.com/fighter-details/8c39367b53eadf8a,7.12,56%,56.0,7.63,42%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSE TAYLOR,dd992d569aaebee6,Jesse Taylor,JT Money,31.0,15.0,0.0,"6' 0""",170 lbs.,"73""",Orthodox,1983-01-02,182.88,170.0,73.0,185.42,http://ufcstats.com/fighter-details/dd992d569aaebee6,1.94,65%,65.0,0.55,38%,7.28,50%,50.0,100%,3.1,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSICA AGUILAR,8f382b3baa954d2a,Jessica Aguilar,Jag,20.0,8.0,0.0,"5' 3""",115 lbs.,"63""",Orthodox,1982-05-08,160.02,115.0,63.0,160.02,http://ufcstats.com/fighter-details/8f382b3baa954d2a,4.93,50%,50.0,7.19,53%,0.94,25%,25.0,50%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSICA ANDRADE,6a1901c62ab3870f,Jessica Andrade,Bate Estaca,26.0,15.0,0.0,"5' 1""",115 lbs.,"62""",Orthodox,1991-09-25,154.94,115.0,62.0,157.48,http://ufcstats.com/fighter-details/6a1901c62ab3870f,6.38,49%,49.0,5.26,53%,3.11,57%,57.0,76%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSICA EYE,f72465a784c1b084,Jessica Eye,Evil,15.0,11.0,0.0,"5' 6""",125 lbs.,"66""",Orthodox,1986-07-27,167.64,125.0,66.0,167.64,http://ufcstats.com/fighter-details/f72465a784c1b084,3.76,37%,37.0,4.01,55%,0.45,40%,40.0,57%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSICA PENNE,c742287ed86a09bc,Jessica Penne,,14.0,9.0,0.0,"5' 5""",115 lbs.,"67""",Orthodox,1983-01-30,165.1,115.0,67.0,170.18,http://ufcstats.com/fighter-details/c742287ed86a09bc,2.46,33%,33.0,4.73,48%,1.58,25%,25.0,20%,0.6,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSICA RAKOCZY,ffdeb4fbea09ce75,Jessica Rakoczy,The Ragin',1.0,5.0,0.0,"5' 7""",115 lbs.,,Orthodox,1977-04-14,170.18,115.0,,,http://ufcstats.com/fighter-details/ffdeb4fbea09ce75,2.5,44%,44.0,3.55,64%,0.75,20%,20.0,0%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSICA-ROSE CLARK,6c8072b61c276e67,Jessica-Rose Clark,,11.0,9.0,0.0,"5' 5""",135 lbs.,"64""",Orthodox,1987-11-28,165.1,135.0,64.0,162.56,http://ufcstats.com/fighter-details/6c8072b61c276e67,4.68,51%,51.0,3.98,60%,1.01,55%,55.0,73%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
JESSIN AYARI,6eaec40f724852f4,Jessin Ayari,,16.0,6.0,0.0,"6' 0""",155 lbs.,"73""",Orthodox,1992-05-31,182.88,155.0,73.0,185.42,http://ufcstats.com/fighter-details/6eaec40f724852f4,3.53,37%,37.0,3.59,58%,0.0,0%,0.0,50%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
JESUS AGUILAR,c051c2e12d692b8a,Jesus Aguilar,,11.0,3.0,0.0,"5' 4""",125 lbs.,"62""",Orthodox,1996-03-13,162.56,125.0,62.0,157.48,http://ufcstats.com/fighter-details/c051c2e12d692b8a,1.73,45%,45.0,1.1,59%,1.83,35%,35.0,40,1.8,"fighter_tott, ufc_dataset"
JESUS PINEDO,25af5e832f17b474,Jesus Pinedo,El Mudo,16.0,5.0,1.0,"5' 10""",155 lbs.,,Southpaw,1996-06-22,177.8,155.0,,,http://ufcstats.com/fighter-details/25af5e832f17b474,3.23,38%,38.0,4.37,52%,2.5,100%,100.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
