fighter_key,fighter_id,fighter_name,nick_name,wins,losses,draws,height,weight,reach,stance,date_of_birth,height_cm,weight_lbs,reach_inches,reach_cm,url,slpm,str_acc,str_acc_num,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_acc_num,takedowns_def,sub_avg,source_match
ANTHONY AVILA,033d19259f589457,Anthony Avila,,,,,"5' 7""",145 lbs.,,,1988-12-29,170.18,145.0,,,http://ufcstats.com/fighter-details/033d19259f589457,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY BIRCHAK,c5a126ace82a6025,Anthony Birchak,El Toro,16.0,8.0,0.0,"5' 8""",135 lbs.,"69""",Orthodox,1986-05-16,172.72,135.0,69.0,175.26,http://ufcstats.com/fighter-details/c5a126ace82a6025,4.23,36%,36.0,3.06,60%,0.6,16%,16.0,73%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY CHRISTODOULOU,4f11e9ce318ffbcb,Anthony Christodoulou,,12.0,7.0,0.0,"5' 9""",155 lbs.,,Orthodox,1987-07-30,175.26,155.0,,,http://ufcstats.com/fighter-details/4f11e9ce318ffbcb,2.19,26%,26.0,5.9,45%,0.0,0%,0.0,40%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY DO,7c9aeba0c4d4bd78,Anthony Do,,,,,"5' 4""",125 lbs.,,,,162.56,125.0,,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY DRILICH,c2c4052f58f54988,Anthony Drilich,,,,,"5' 5""",125 lbs.,"65""",Southpaw,1994-03-17,165.1,125.0,65.0,165.1,http://ufcstats.com/fighter-details/c2c4052f58f54988,,,,,,,,,,,fighter_tott
ANTHONY FIGUEROA,daff32bc96d1eabf,Anthony Figueroa,,,,,"5' 4""",135 lbs.,,Orthodox,,162.56,135.0,,,http://ufcstats.com/fighter-details/daff32bc96d1eabf,2.37,48%,48.0,3.77,49%,0.0,0%,0.0,58%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY GUARASCIO,dc052ab64be66e1d,Anthony Guarascio,,,,,"6' 2""",233 lbs.,"72""",Orthodox,1994-02-26,187.96,233.0,72.0,182.88,http://ufcstats.com/fighter-details/dc052ab64be66e1d,,,,,,,,,,,fighter_tott
ANTHONY HAMILTON,c727c7d31c50c4cf,Anthony Hamilton,Freight Train,15.0,9.0,0.0,"6' 5""",260 lbs.,"76""",Orthodox,1980-04-14,195.58,260.0,76.0,193.04,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,3.91,65%,65.0,3.02,45%,2.62,42%,42.0,78%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY HERNANDEZ,093e1f5bb73850be,Anthony Hernandez,Fluffy,15.0,2.0,0.0,"6' 0""",185 lbs.,"75""",Orthodox,1993-10-18,182.88,185.0,75.0,190.5,http://ufcstats.com/fighter-details/093e1f5bb73850be,4.92,55%,55.0,5.09,47%,3.76,66%,66.0,70%,1.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY IVY,3c5005b66696d790,Anthony Ivy,Aquaman,8.0,4.0,0.0,"6' 2""",185 lbs.,"74""",Orthodox,1990-01-23,187.96,185.0,74.0,187.96,http://ufcstats.com/fighter-details/3c5005b66696d790,2.5,42%,42.0,4.57,51%,4.69,20%,20.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY JOHNSON,365fee2da473b177,Anthony Johnson,Rumble,22.0,6.0,0.0,"6' 2""",205 lbs.,"78""",Orthodox,1984-03-06,187.96,205.0,78.0,198.12,http://ufcstats.com/fighter-details/365fee2da473b177,3.25,47%,47.0,1.83,60%,2.43,57%,57.0,77%,0.6,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY LAPSLEY,f3a853544e4413c4,Anthony Lapsley,The Recipe,23.0,7.0,0.0,"5' 9""",170 lbs.,,Southpaw,1980-02-13,175.26,170.0,,,http://ufcstats.com/fighter-details/f3a853544e4413c4,0.53,34%,34.0,0.58,66%,0.0,0%,0.0,20%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY LEONE,86b9b51a81e9c339,Anthony Leone,,,,,"5' 6""",135 lbs.,,Orthodox,1987-05-27,167.64,135.0,,,http://ufcstats.com/fighter-details/86b9b51a81e9c339,1.94,53%,53.0,2.52,56%,1.72,18%,18.0,0%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY MACIAS,dedc3bb440d09554,Anthony Macias,Mad Dog,26.0,18.0,0.0,"5' 9""",185 lbs.,,Switch,,175.26,185.0,,,http://ufcstats.com/fighter-details/dedc3bb440d09554,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY MORRISON,dab0e6cb8c932162,Anthony Morrison,,,,,"5' 7""",145 lbs.,,Orthodox,1984-03-29,170.18,145.0,,,http://ufcstats.com/fighter-details/dab0e6cb8c932162,1.7,33%,33.0,0.49,80%,0.0,0%,0.0,50%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY NJOKUANI,6bf5a7d3e081ade2,Anthony Njokuani,The Assassin,16.0,12.0,0.0,"6' 1""",155 lbs.,"75""",Orthodox,1980-03-01,185.42,155.0,75.0,190.5,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,3.94,46%,46.0,2.41,65%,0.5,45%,45.0,53%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY PEROSH,4b4753d19489297f,Anthony Perosh,The Hippo,15.0,10.0,0.0,"6' 3""",205 lbs.,"75""",Orthodox,1972-10-05,190.5,205.0,75.0,190.5,http://ufcstats.com/fighter-details/4b4753d19489297f,2.27,43%,43.0,3.77,53%,2.03,22%,22.0,33%,1.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY PETTIS,cbb682f5fcc44bfc,Anthony Pettis,Showtime,24.0,10.0,0.0,"5' 10""",155 lbs.,"72""",Orthodox,1987-01-27,177.8,155.0,72.0,182.88,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,3.05,47%,47.0,3.44,54%,0.61,50%,50.0,60%,1.1,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY ROCCO MARTIN,5331b25a60417ffb,Anthony Rocco Martin,,17.0,6.0,0.0,"6' 0""",170 lbs.,"73""",Orthodox,1989-12-11,182.88,170.0,73.0,185.42,http://ufcstats.com/fighter-details/5331b25a60417ffb,2.68,37%,37.0,2.59,58%,0.71,27%,27.0,68%,1.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY ROMERO,6f81399074fcdbba,Anthony Romero,,,,,"5' 11""",155 lbs.,"70""",Orthodox,1997-02-25,180.34,155.0,70.0,177.8,http://ufcstats.com/fighter-details/6f81399074fcdbba,5.87,52%,52.0,4.0,65%,2.0,22%,22.0,100%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY RUIZ,657c21cb133f1445,Anthony Ruiz,,,,,"6' 2""",205 lbs.,,Orthodox,1977-11-03,187.96,205.0,,,http://ufcstats.com/fighter-details/657c21cb133f1445,2.56,64%,64.0,1.67,28%,1.43,31%,31.0,21%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY SMITH,d4c9dcd330403612,Anthony Smith,Lionheart,38.0,22.0,0.0,"6' 4""",205 lbs.,"76""",Orthodox,1988-07-26,193.04,205.0,76.0,193.04,http://ufcstats.com/fighter-details/d4c9dcd330403612,2.94,46%,46.0,4.38,42%,0.49,28%,28.0,51%,0.7,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTHONY TAYLOR,637a4d8825464c62,Anthony Taylor,,,,,"5' 7""",145 lbs.,,,,170.18,145.0,,,http://ufcstats.com/fighter-details/637a4d8825464c62,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ANTHONY TORRES,918d9d89d4d52acc,Anthony Torres,The Crush,5.0,3.0,0.0,"5' 8""",170 lbs.,,Orthodox,1978-07-31,172.72,170.0,,,http://ufcstats.com/fighter-details/918d9d89d4d52acc,3.54,48%,48.0,7.52,45%,0.0,0%,0.0,100%,2.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTON BERZIN,8ba8e8d7eafa7267,Anton Berzin,,,,,"6' 2""",205 lbs.,,Orthodox,1989-09-29,187.96,205.0,,,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267,4.4,46%,46.0,6.8,67%,2.0,28%,28.0,0%,1.0,"fighter_tott, raw_fighter_details"
ANTON KUIVANEN,706f8e2b34e8e18b,Anton Kuivanen,,24.0,10.0,0.0,"5' 8""",155 lbs.,"72""",Orthodox,1984-05-01,172.72,155.0,72.0,182.88,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,2.27,38%,38.0,1.63,67%,1.2,100%,100.0,71%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTON TURKALJ,82529ce93cd9a2cf,Anton Turkalj,The Pleasure Man,8.0,4.0,0.0,"6' 4""",205 lbs.,"78""",Orthodox,1996-06-10,193.04,205.0,78.0,198.12,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,2.45,42%,42.0,3.42,54%,4.98,41%,41.0,16,0.0,"fighter_tott, ufc_dataset"
ANTON ZAFIR,8c822811eedc11ad,Anton Zafir,The Professor,7.0,3.0,0.0,"5' 11""",170 lbs.,,Orthodox,1987-05-10,180.34,170.0,,,http://ufcstats.com/fighter-details/8c822811eedc11ad,2.99,64%,64.0,2.31,52%,6.11,60%,60.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONI HARDONK,69b69c0178c4004d,Antoni Hardonk,,8.0,6.0,0.0,"6' 4""",245 lbs.,"78""",Orthodox,1976-02-05,193.04,245.0,78.0,198.12,http://ufcstats.com/fighter-details/69b69c0178c4004d,3.4,61%,61.0,3.07,46%,0.0,0%,0.0,40%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONINA SHEVCHENKO,d7338bcb141abd2c,Antonina Shevchenko,La Pantera,10.0,4.0,0.0,"5' 8""",125 lbs.,"67""",Southpaw,1984-11-20,172.72,125.0,67.0,170.18,http://ufcstats.com/fighter-details/d7338bcb141abd2c,4.09,56%,56.0,2.51,54%,0.65,60%,60.0,56%,0.7,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO ARROYO,61fb8098ccf81c7f,Antonio Arroyo,,9.0,5.0,0.0,"6' 3""",185 lbs.,"73""",Orthodox,1989-07-01,190.5,185.0,73.0,185.42,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,3.08,70%,70.0,1.72,44%,1.4,41%,41.0,32%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO BANUELOS,9ddfb3369a3b0394,Antonio Banuelos,,20.0,11.0,1.0,"5' 5""",135 lbs.,"63""",Orthodox,1979-09-23,165.1,135.0,63.0,160.02,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,2.69,33%,33.0,3.15,58%,1.62,62%,62.0,86%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO BRAGA NETO,fae67903c4fe636b,Antonio Braga Neto,,9.0,3.0,0.0,"6' 3""",185 lbs.,"77""",Orthodox,1987-10-29,190.5,185.0,77.0,195.58,http://ufcstats.com/fighter-details/fae67903c4fe636b,1.36,33%,33.0,3.92,45%,3.07,37%,37.0,0%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO CARLOS JUNIOR,52e76bb4b3e852f3,Antonio Carlos Junior,Cara de Sapato,11.0,5.0,0.0,"6' 2""",185 lbs.,"79""",Orthodox,1990-03-16,187.96,185.0,79.0,200.66,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,1.95,42%,42.0,2.14,52%,3.42,39%,39.0,53%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO CARVALHO,fef3d17e27e916e7,Antonio Carvalho,Pato,15.0,6.0,0.0,"5' 9""",145 lbs.,"70""",Orthodox,1979-05-30,175.26,145.0,70.0,177.8,http://ufcstats.com/fighter-details/fef3d17e27e916e7,3.03,29%,29.0,3.62,64%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO DOS SANTOS,81b8b3fb019dc69d,Antonio Dos Santos,Junior Alpha,6.0,4.0,0.0,"5' 10""",185 lbs.,,Orthodox,1988-07-21,177.8,185.0,,,http://ufcstats.com/fighter-details/81b8b3fb019dc69d,5.4,51%,51.0,3.94,43%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO DUARTE,29b5d32584e02d8d,Antonio Duarte,,,,,"5' 7""",135 lbs.,,,,170.18,135.0,,,http://ufcstats.com/fighter-details/29b5d32584e02d8d,4.55,40%,40.0,4.18,57%,0.0,0%,0.0,60%,0.0,"fighter_tott, raw_fighter_details"
ANTONIO JONES,f1fd494586ab8d5f,Antonio Jones,,,,,"5' 11""",185 lbs.,,Orthodox,1985-04-12,180.34,185.0,,,http://ufcstats.com/fighter-details/f1fd494586ab8d5f,7.5,55%,55.0,30.0,42%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ANTONIO MCKEE,3414b50b08a10600,Antonio McKee,Mandingo,29.0,6.0,2.0,"5' 8""",155 lbs.,,Southpaw,1970-03-12,172.72,155.0,,,http://ufcstats.com/fighter-details/3414b50b08a10600,1.37,45%,45.0,0.74,74%,1.47,33%,33.0,57%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO MENDES,3795fca327cbcf23,Antonio Mendes,Samurai,18.0,13.0,0.0,"6' 3""",205 lbs.,"77""",Southpaw,1981-04-19,190.5,205.0,77.0,195.58,http://ufcstats.com/fighter-details/3795fca327cbcf23,1.34,47%,47.0,6.85,22%,2.51,50%,50.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO MONTEIRO,3e38b1ea16bd4d86,Antonio Monteiro,,,,,"5' 7""",145 lbs.,"70""",Orthodox,1995-07-02,170.18,145.0,70.0,177.8,http://ufcstats.com/fighter-details/3e38b1ea16bd4d86,,,,,,,,,,,fighter_tott
ANTONIO RODRIGO NOGUEIRA,ee9d73f4fee9cbdd,Antonio Rodrigo Nogueira,Minotauro,34.0,10.0,1.0,"6' 3""",240 lbs.,"77""",Orthodox,1976-06-02,190.5,240.0,77.0,195.58,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,1.95,42%,42.0,2.4,55%,1.3,29%,29.0,36%,2.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO SCHEMBRI,a3244e3238541482,Antonio Schembri,,,,,"5' 9""",205 lbs.,,Orthodox,1974-06-01,175.26,205.0,,,http://ufcstats.com/fighter-details/a3244e3238541482,0.72,26%,26.0,2.12,55%,1.31,40%,40.0,0%,0.4,"fighter_tott, raw_fighter_details"
ANTONIO SILVA,8349d55cdecd393a,Antonio Silva,Bigfoot,19.0,12.0,1.0,"6' 4""",264 lbs.,"82""",Orthodox,1979-09-14,193.04,264.0,82.0,208.28,http://ufcstats.com/fighter-details/8349d55cdecd393a,2.89,45%,45.0,3.09,50%,0.82,29%,29.0,66%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONIO TROCOLI,6d48a2df51749d91,Antonio Trocoli,Malvado,12.0,5.0,0.0,"6' 6""",185 lbs.,"79""",Orthodox,1990-12-06,198.12,185.0,79.0,200.66,http://ufcstats.com/fighter-details/6d48a2df51749d91,1.27,71%,71.0,4.56,25%,3.8,100%,100.0,100%,3.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ANTONY REA,c36e1f4fa755ffb4,Antony Rea,,,,,"6' 0""",205 lbs.,,Orthodox,1976-07-15,182.88,205.0,,,http://ufcstats.com/fighter-details/c36e1f4fa755ffb4,2.89,28%,28.0,5.42,42%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details"
ANTWAIN BRITT,2833f50b20e96e52,Antwain Britt,,,,,"6' 1""",205 lbs.,"77""",,1978-05-09,185.42,205.0,77.0,195.58,http://ufcstats.com/fighter-details/2833f50b20e96e52,1.46,39%,39.0,2.81,44%,1.56,40%,40.0,50%,0.0,"fighter_tott, raw_fighter_details"
ANVAR BOYNAZAROV,4a191f4ea2fce7fc,Anvar Boynazarov,,,,,"5' 9""",145 lbs.,,Orthodox,1989-01-10,175.26,145.0,,,http://ufcstats.com/fighter-details/4a191f4ea2fce7fc,,,,,,,,,,,fighter_tott
ANVARBEK DANIYALBEKOV,859e0dafd04fe1ca,Anvarbek Daniyalbekov,,,,,,185 lbs.,,,1995-05-27,,185.0,,,http://ufcstats.com/fighter-details/859e0dafd04fe1ca,,,,,,,,,,,fighter_tott
ANYING WANG,69e8c632135af48b,Anying Wang,,2.0,1.0,0.0,"6' 0""",170 lbs.,,Orthodox,1991-04-04,182.88,170.0,,,http://ufcstats.com/fighter-details/69e8c632135af48b,1.32,26%,26.0,1.63,44%,0.0,0%,0.0,33%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AORI QILENG,e995cd5485ced446,Aori Qileng,,,,,"5' 7""",125 lbs.,,,1993-06-25,,125.0,,,,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,raw_fighter_details
AORIQILENG,7d420039bbfe7c1a,Aoriqileng,The Mongolian Murderer,25.0,12.0,0.0,"5' 7""",135 lbs.,"69""",Orthodox,1993-06-25,170.18,135.0,69.0,175.26,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,4.4,49%,49.0,5.66,46%,1.11,46%,46.0,59%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ARIANE CARNELOSSI,c0d5c0c95c59050b,Ariane Carnelossi,Sorriso,15.0,3.0,0.0,"5' 2""",115 lbs.,"61""",Orthodox,1992-11-17,157.48,115.0,61.0,154.94,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,2.68,38%,38.0,4.69,43%,1.06,50%,50.0,22%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ARIANE DA SILVA,6551c64fbcd1a467,Ariane da Silva,Queen of Violence,17.0,11.0,0.0,"5' 6""",125 lbs.,"67""",Orthodox,1994-01-26,167.64,125.0,67.0,170.18,http://ufcstats.com/fighter-details/6551c64fbcd1a467,4.05,41%,41.0,4.4,50%,0.47,38%,38.0,68,0.3,"fighter_tott, ufc_dataset"
ARIANE LIPSKI,e30fb581d0f6e097,Ariane Lipski,,,,,"5' 6""",125 lbs.,"67""",Orthodox,1994-01-26,,125.0,67.0,170.18,,3.03,32%,32.0,4.45,48%,0.27,25%,25.0,45%,0.5,raw_fighter_details
ARIEL BECK,b96939f2b8d88e82,Ariel Beck,,4.0,5.0,0.0,"5' 6""",125 lbs.,"66""",Southpaw,1990-09-16,167.64,125.0,66.0,167.64,http://ufcstats.com/fighter-details/b96939f2b8d88e82,4.44,34%,34.0,4.31,64%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ARIEL GANDULLA,41904fc4d3f5bffc,Ariel Gandulla,,,,,"5' 11""",205 lbs.,,Orthodox,1968-05-07,180.34,205.0,,,http://ufcstats.com/fighter-details/41904fc4d3f5bffc,1.95,23%,23.0,2.07,72%,1.88,66%,66.0,0%,0.0,"fighter_tott, raw_fighter_details"
ARISA MATSUDA,4c33b3d37955aa85,Arisa Matsuda,,,,,"5' 3""",115 lbs.,"64""",Orthodox,1994-12-15,160.02,115.0,64.0,162.56,http://ufcstats.com/fighter-details/4c33b3d37955aa85,,,,,,,,,,,fighter_tott
ARJAN BHULLAR,7e511f8d842a109d,Arjan Bhullar,,9.0,1.0,0.0,"6' 1""",245 lbs.,"75""",Orthodox,1986-05-13,185.42,245.0,75.0,190.5,http://ufcstats.com/fighter-details/7e511f8d842a109d,2.33,56%,56.0,3.25,59%,1.73,75%,75.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ARLENE BLENCOWE,35d6337320a4ae48,Arlene Blencowe,,,,,"5' 5""",145 lbs.,,,1983-04-11,165.1,145.0,,,http://ufcstats.com/fighter-details/35d6337320a4ae48,2.31,43%,43.0,2.1,43%,0.0,0%,0.0,55%,0.6,"fighter_tott, raw_fighter_details"
ARMAN ASHIMOV,d26a0988c9dc9886,Arman Ashimov,,,,,"5' 6""",125 lbs.,,,1992-01-14,167.64,125.0,,,http://ufcstats.com/fighter-details/d26a0988c9dc9886,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ARMAN TSARUKYAN,eae48ff31db420c2,Arman Tsarukyan,Ahalkalakets,22.0,3.0,0.0,"5' 7""",155 lbs.,"72""",Orthodox,1996-10-11,170.18,155.0,72.0,182.88,http://ufcstats.com/fighter-details/eae48ff31db420c2,3.35,44%,44.0,1.43,62%,3.5,35%,35.0,78%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ARMANDO VILLARREAL,454c1f0b638972ab,Armando Villarreal,,,,,"5' 7""",135 lbs.,"66""",Southpaw,1989-08-08,170.18,135.0,66.0,167.64,http://ufcstats.com/fighter-details/454c1f0b638972ab,3.23,55%,55.0,4.3,52%,3.23,25%,25.0,0%,0.0,"fighter_tott, raw_fighter_details"
ARMEN PETROSYAN,369ea36e450ae62a,Armen Petrosyan,Superman,9.0,5.0,0.0,"6' 3""",185 lbs.,"71""",Orthodox,1990-11-03,190.5,185.0,71.0,180.34,http://ufcstats.com/fighter-details/369ea36e450ae62a,5.84,53%,53.0,3.31,53%,0.17,33%,33.0,41,0.0,"fighter_tott, ufc_dataset"
ARNOLD ALLEN,040a74bb0a465c54,Arnold Allen,Almighty,20.0,3.0,0.0,"5' 8""",145 lbs.,"70""",Southpaw,1994-01-22,172.72,145.0,70.0,177.8,http://ufcstats.com/fighter-details/040a74bb0a465c54,3.52,43%,43.0,3.15,60%,1.24,60%,60.0,73%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
ART ARCINIEGA,d25e39e74efb0a77,Art Arciniega,,,,,"5' 8""",145 lbs.,,,1981-10-15,172.72,145.0,,,http://ufcstats.com/fighter-details/d25e39e74efb0a77,1.53,46%,46.0,2.73,51%,0.0,0%,0.0,50%,1.0,"fighter_tott, raw_fighter_details"
ART JIMMERSON,a5c53b3ddb31cc7d,Art Jimmerson,,,,,"6' 1""",196 lbs.,,Orthodox,1963-08-04,185.42,196.0,,,http://ufcstats.com/fighter-details/a5c53b3ddb31cc7d,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ART SANTORE,012fc7cd0779c09a,Art Santore,,,,,"6' 2""",185 lbs.,,,1972-10-26,187.96,185.0,,,http://ufcstats.com/fighter-details/012fc7cd0779c09a,1.4,12%,12.0,7.31,52%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details"
ARTEM FROLOV,ee704df0afd74558,Artem Frolov,,,,,"5' 10""",185 lbs.,,,1991-09-07,177.8,185.0,,,http://ufcstats.com/fighter-details/ee704df0afd74558,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ARTEM LOBOV,02f2a9702ba3d167,Artem Lobov,The Russian Hammer,13.0,15.0,1.0,"5' 9""",145 lbs.,"65""",Southpaw,1986-08-11,175.26,145.0,65.0,165.1,http://ufcstats.com/fighter-details/02f2a9702ba3d167,3.52,41%,41.0,4.82,50%,0.39,25%,25.0,52%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ARTEM VAKHITOV,43e549b803ec7375,Artem Vakhitov,,,,,"6' 1""",205 lbs.,"75""",Orthodox,1991-04-04,185.42,205.0,75.0,190.5,http://ufcstats.com/fighter-details/43e549b803ec7375,,,,,,,,,,,fighter_tott
ARTENUS YOUNG,8d4943a9ce9f521b,Artenus Young,,,,,,205 lbs.,,,1980-07-16,,205.0,,,http://ufcstats.com/fighter-details/8d4943a9ce9f521b,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ARTHUR LOPES,2aa481e98185e261,Arthur Lopes,,,,,"6' 2""",234 lbs.,"77""",Southpaw,1993-02-17,187.96,234.0,77.0,195.58,http://ufcstats.com/fighter-details/2aa481e98185e261,,,,,,,,,,,fighter_tott
ARTUR MINEV,20d37922ba85e6fc,Artur Minev,,,,,"5' 9""",155 lbs.,"69""",Orthodox,2003-09-27,,155.0,69.0,175.26,http://ufcstats.com/fighter-details/20d37922ba85e6fc,1.02,61%,61.0,3.57,26%,0.0,0%,0.0,64%,0.0,"fighter_tott, raw_fighter_details"
ARTUR OUMAKHANOV,1ef0eae31904e534,Artur Oumakhanov,,,,,"5' 7""",154 lbs.,,Orthodox,1979-02-27,170.18,154.0,,,http://ufcstats.com/fighter-details/1ef0eae31904e534,1.2,33%,33.0,1.67,82%,3.0,75%,75.0,33%,0.0,"fighter_tott, raw_fighter_details"
ASBEL CANCIO,2a7afe14b3a0a058,Asbel Cancio,,0.0,1.0,0.0,"5' 10""",225 lbs.,,,,177.8,225.0,,,http://ufcstats.com/fighter-details/2a7afe14b3a0a058,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ASHE BOWMAN,8a0a35e7c74bebcc,Ashe Bowman,,,,,"5' 9""",155 lbs.,,,1976-11-17,175.26,155.0,,,http://ufcstats.com/fighter-details/8a0a35e7c74bebcc,2.43,42%,42.0,4.86,57%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
ASHIEK AJIM,49dea784f6cfed71,Ashiek Ajim,,,,,"5' 8""",135 lbs.,"71""",Switch,1994-06-19,172.72,135.0,71.0,180.34,http://ufcstats.com/fighter-details/49dea784f6cfed71,,,,,,,,,,,fighter_tott
ASHKAN MOKHTARIAN,e9bc5748e6a76bb6,Ashkan Mokhtarian,The Assassin,13.0,3.0,0.0,"5' 6""",125 lbs.,"67""",Southpaw,1985-09-15,167.64,125.0,67.0,170.18,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,1.95,43%,43.0,3.66,43%,0.54,16%,16.0,33%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ASHLEE EVANS-SMITH,fc6e681bf6658faf,Ashlee Evans-Smith,Rebel Girl,6.0,6.0,0.0,"5' 8""",135 lbs.,"67""",Orthodox,1987-07-09,172.72,135.0,67.0,170.18,http://ufcstats.com/fighter-details/fc6e681bf6658faf,4.54,34%,34.0,4.69,55%,1.1,23%,23.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ASHLEY YODER,b4c6c904a9ffc5e8,Ashley Yoder,SpiderMonkey,8.0,9.0,0.0,"5' 7""",115 lbs.,"69""",Southpaw,1987-10-20,170.18,115.0,69.0,175.26,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,2.75,39%,39.0,3.53,46%,1.33,37%,37.0,68%,0.7,"fighter_tott, raw_fighter_details, ufc_dataset"
ASJABHARAN,8be9deb7d6b36354,Asjabharan,,,,,"5' 6""",135 lbs.,,,1992-07-31,167.64,135.0,,,http://ufcstats.com/fighter-details/8be9deb7d6b36354,,,,,,,,,,,fighter_tott
ASKAR ASKAR,2abc414136504554,Askar Askar,,,,,"5' 7""",145 lbs.,"69""",Orthodox,1994-08-19,170.18,145.0,69.0,175.26,http://ufcstats.com/fighter-details/2abc414136504554,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
