red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_kd,blue_fighter_kd,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_td,blue_fighter_td,red_fighter_td_pct,blue_fighter_td_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,time_seconds,red_fighter_sig_str_landed,red_fighter_sig_str_attempted,blue_fighter_sig_str_landed,blue_fighter_sig_str_attempted,red_fighter_sig_str_pct_num,blue_fighter_sig_str_pct_num,red_fighter_total_str_landed,red_fighter_total_str_attempted,blue_fighter_total_str_landed,blue_fighter_total_str_attempted,red_fighter_td_landed,red_fighter_td_attempted,blue_fighter_td_landed,blue_fighter_td_attempted,red_fighter_td_pct_num,blue_fighter_td_pct_num,red_fighter_sig_str_head_landed,red_fighter_sig_str_head_attempted,blue_fighter_sig_str_head_landed,blue_fighter_sig_str_head_attempted,red_fighter_sig_str_body_landed,red_fighter_sig_str_body_attempted,blue_fighter_sig_str_body_landed,blue_fighter_sig_str_body_attempted,red_fighter_sig_str_leg_landed,red_fighter_sig_str_leg_attempted,blue_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_attempted,red_fighter_sig_str_distance_landed,red_fighter_sig_str_distance_attempted,blue_fighter_sig_str_distance_landed,blue_fighter_sig_str_distance_attempted,red_fighter_sig_str_clinch_landed,red_fighter_sig_str_clinch_attempted,blue_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_attempted,red_fighter_sig_str_ground_landed,red_fighter_sig_str_ground_attempted,blue_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_attempted,red_key,blue_key,date_key,red_odds,blue_odds,location,country,total_fight_time_secs,red_dec_odds,blue_dec_odds,red_sub_odds,blue_sub_odds,red_ko_odds,blue_ko_odds,better_rank,empty_arena,blue_match_weightclass_rank,red_match_weightclass_rank,red_women_s_flyweight_rank,red_women_s_featherweight_rank,red_women_s_strawweight_rank,red_women_s_bantamweight_rank,red_heavyweight_rank,red_light_heavyweight_rank,red_middleweight_rank,red_welterweight_rank,red_lightweight_rank,red_featherweight_rank,red_bantamweight_rank,red_flyweight_rank,red_pound_for_pound_rank,blue_women_s_flyweight_rank,blue_women_s_featherweight_rank,blue_women_s_strawweight_rank,blue_women_s_bantamweight_rank,blue_heavyweight_rank,blue_light_heavyweight_rank,blue_middleweight_rank,blue_welterweight_rank,blue_lightweight_rank,blue_featherweight_rank,blue_bantamweight_rank,blue_flyweight_rank,blue_pound_for_pound_rank,odds_match
MILES JOHNS,MARIO BAUTISTA,2020-02-08,Chapo,,L,W,blue_win,KO/TKO,2,1:41,3 Rnd (5-5-5),Dan Miragliotta,Flying Knee Head,Bantamweight Bout,perf,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,1,13 of 44,18 of 67,29.0,26.0,13 of 44,18 of 67,0 of 0,0 of 0,,,0,0,0,0,0:00,0:04,11 of 42,18 of 64,0 of 0,0 of 0,2 of 2,0 of 3,13 of 44,9 of 57,0 of 0,0 of 0,0 of 0,9 of 10,84.0,100.0,0.0,0.0,15.0,0.0,100.0,50.0,0.0,0.0,0.0,50.0,,,101,13,44,18,67,29.0,26.0,13,44,18,67,0,0,0,0,,,11,42,18,64,0,0,0,0,2,2,0,3,13,44,9,57,0,0,0,0,0,0,9,10,MILES JOHNS,MARIO BAUTISTA,2020-02-08,-132.0,112.0,"Houston, Texas, USA",USA,401.0,130.0,215.0,825.0,700.0,700.0,675.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
MIRSAD BEKTIC,DAN IGE,2020-02-08,,100K,L,W,blue_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Marcos Rosales 28 - 29. Patrick Patlan 29 - 28. Joshua Ferraro 28 - 29.,Featherweight Bout,,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,17 of 60,43 of 88,28.0,48.0,29 of 74,64 of 117,3 of 10,1 of 2,30.0,50.0,1,0,0,0,6:32,0:53,14 of 56,27 of 70,3 of 4,15 of 17,0 of 0,1 of 1,14 of 54,28 of 68,3 of 6,12 of 16,0 of 0,3 of 4,82.0,62.0,17.0,34.0,0.0,2.0,82.0,65.0,17.0,27.0,0.0,6.0,,,300,17,60,43,88,28.0,48.0,29,74,64,117,3,10,1,2,30.0,50.0,14,56,27,70,3,4,15,17,0,0,1,1,14,54,28,68,3,6,12,16,0,0,3,4,MIRSAD BEKTIC,DAN IGE,2020-02-08,-125.0,105.0,"Houston, Texas, USA",USA,900.0,130.0,380.0,750.0,500.0,500.0,360.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
TREVIN GILES,JAMES KRAUSE,2020-02-08,,The,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Joe Soliz 28 - 29. Patrick Patlan 29 - 28. Joshua Ferraro 28 - 29.,Middleweight Bout,fight,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,71 of 148,44 of 80,47.0,55.0,88 of 167,59 of 98,0 of 0,1 of 4,,25.0,1,4,1,0,3:39,3:53,63 of 139,18 of 49,6 of 7,8 of 12,2 of 2,18 of 19,36 of 92,39 of 74,7 of 16,5 of 6,28 of 40,0 of 0,88.0,40.0,8.0,18.0,2.0,40.0,50.0,88.0,9.0,11.0,39.0,0.0,,,300,71,148,44,80,47.0,55.0,88,167,59,98,0,0,1,4,,25.0,63,139,18,49,6,7,8,12,2,2,18,19,36,92,39,74,7,16,5,6,28,40,0,0,TREVIN GILES,JAMES KRAUSE,2020-02-08,-170.0,130.0,"Houston, Texas, USA",USA,900.0,180.0,225.0,1065.0,225.0,440.0,675.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
VALENTINA SHEVCHENKO,KATLYN CERMINARA,2020-02-08,Bullet,Blonde Fighter,W,L,red_win,KO/TKO,3,1:03,5 Rnd (5-5-5-5-5),Jacob Montalvo,Punches to Head From Crucifix,UFC Women's Flyweight Title Bout,belt,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,40 of 65,17 of 56,61.0,30.0,57 of 82,27 of 68,3 of 3,0 of 0,100.0,,0,0,0,0,3:32,0:00,26 of 48,0 of 28,3 of 4,5 of 9,11 of 13,12 of 19,23 of 48,17 of 56,0 of 0,0 of 0,17 of 17,0 of 0,65.0,0.0,7.0,29.0,27.0,70.0,57.0,100.0,0.0,0.0,42.0,0.0,,,63,40,65,17,56,61.0,30.0,57,82,27,68,3,3,0,0,100.0,,26,48,0,28,3,4,5,9,11,13,12,19,23,48,17,56,0,0,0,0,17,17,0,0,VALENTINA SHEVCHENKO,KATLYN CERMINARA,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ARNOLD ALLEN,NIK LENTZ,2020-01-25,Almighty,The Carny,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Wayne Spinola,Derek Cleary 28 - 29. Tiffany Sorber 28 - 29. Chris Lee 27 - 30.,Featherweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,63 of 131,49 of 172,48.0,28.0,68 of 137,63 of 190,0 of 1,0 of 9,0.0,0.0,0,0,0,0,1:21,1:17,58 of 124,25 of 140,5 of 7,16 of 23,0 of 0,8 of 9,61 of 128,42 of 162,2 of 3,7 of 10,0 of 0,0 of 0,92.0,51.0,7.0,32.0,0.0,16.0,96.0,85.0,3.0,14.0,0.0,0.0,,,300,63,131,49,172,48.0,28.0,68,137,63,190,0,1,0,9,0.0,0.0,58,124,25,140,5,7,16,23,0,0,8,9,61,128,42,162,2,3,7,10,0,0,0,0,ARNOLD ALLEN,NIK LENTZ,2020-01-25,-235.0,195.0,"Raleigh, North Carolina, USA",USA,900.0,-110.0,290.0,750.0,1095.0,500.0,1250.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
BEVON LEWIS,DEQUAN TOWNSEND,2020-01-25,,The Tarantula,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 27 - 30. Sal D'amato 27 - 30. Tony Weeks 27 - 30.,Middleweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,36 of 82,28 of 65,43.0,43.0,94 of 146,55 of 99,0 of 3,0 of 0,0.0,,0,0,0,0,8:24,0:04,16 of 56,7 of 42,14 of 20,18 of 19,6 of 6,3 of 4,22 of 58,16 of 50,14 of 24,12 of 15,0 of 0,0 of 0,44.0,25.0,38.0,64.0,16.0,10.0,61.0,57.0,38.0,42.0,0.0,0.0,,,300,36,82,28,65,43.0,43.0,94,146,55,99,0,3,0,0,0.0,,16,56,7,42,14,20,18,19,6,6,3,4,22,58,16,50,14,24,12,15,0,0,0,0,BEVON LEWIS,DEQUAN TOWNSEND,2020-01-25,-370.0,310.0,"Raleigh, North Carolina, USA",USA,900.0,145.0,1100.0,750.0,1675.0,160.0,510.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
BRETT JOHNS,TONY GRAVELY,2020-01-25,The Pikey,,W,L,red_win,Submission,3,2:53,3 Rnd (5-5-5),Wayne Spinola,Rear Naked Choke,Bantamweight Bout,fight,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,36 of 47,26 of 44,76.0,59.0,65 of 80,43 of 66,6 of 9,5 of 7,66.0,71.0,3,0,1,0,7:18,4:10,33 of 43,9 of 25,2 of 3,6 of 7,1 of 1,11 of 12,3 of 11,5 of 18,8 of 8,21 of 26,25 of 28,0 of 0,91.0,34.0,5.0,23.0,2.0,42.0,8.0,19.0,22.0,80.0,69.0,0.0,,,173,36,47,26,44,76.0,59.0,65,80,43,66,6,9,5,7,66.0,71.0,33,43,9,25,2,3,6,7,1,1,11,12,3,11,5,18,8,8,21,26,25,28,0,0,BRETT JOHNS,TONY GRAVELY,2020-01-25,-130.0,110.0,"Raleigh, North Carolina, USA",USA,773.0,210.0,170.0,350.0,1300.0,750.0,480.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
CURTIS BLAYDES,JUNIOR DOS SANTOS,2020-01-25,Razor,Cigano,W,L,red_win,KO/TKO,2,1:06,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head At Distance,Heavyweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,28 of 60,7 of 30,46.0,23.0,29 of 62,7 of 30,0 of 6,0 of 0,0.0,,0,0,0,0,0:19,0:00,20 of 51,3 of 23,3 of 3,2 of 4,5 of 6,2 of 3,19 of 51,7 of 30,9 of 9,0 of 0,0 of 0,0 of 0,71.0,42.0,10.0,28.0,17.0,28.0,67.0,100.0,32.0,0.0,0.0,0.0,,,66,28,60,7,30,46.0,23.0,29,62,7,30,0,6,0,0,0.0,,20,51,3,23,3,3,2,4,5,6,2,3,19,51,7,30,9,9,0,0,0,0,0,0,CURTIS BLAYDES,JUNIOR DOS SANTOS,2020-01-25,-280.0,240.0,"Raleigh, North Carolina, USA",USA,366.0,400.0,1200.0,1000.0,1400.0,-110.0,325.0,Red,0.0,4.0,3.0,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,both
HANNAH CIFERS,ANGELA HILL,2020-01-25,Shockwave,Overkill,L,W,blue_win,KO/TKO,2,4:26,3 Rnd (5-5-5),Kevin MacDonald,Elbows to Head From Mount,Women's Strawweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,46 of 108,70 of 155,42.0,45.0,50 of 114,80 of 170,0 of 0,1 of 1,,100.0,0,0,0,0,0:00,3:07,16 of 67,57 of 136,12 of 19,12 of 18,18 of 22,1 of 1,43 of 100,38 of 106,3 of 8,3 of 6,0 of 0,29 of 43,34.0,81.0,26.0,17.0,39.0,1.0,93.0,54.0,6.0,4.0,0.0,41.0,,,266,46,108,70,155,42.0,45.0,50,114,80,170,0,0,1,1,,100.0,16,67,57,136,12,19,12,18,18,22,1,1,43,100,38,106,3,8,3,6,0,0,29,43,HANNAH CIFERS,ANGELA HILL,2020-01-25,180.0,-220.0,"Raleigh, North Carolina, USA",USA,566.0,210.0,-140.0,1400.0,1200.0,1400.0,650.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
HERBERT BURNS,NATE LANDWEHR,2020-01-25,The Blaze,The Train,W,L,red_win,KO/TKO,1,2:43,3 Rnd (5-5-5),Larry Carter,Knee to Head In Clinch,Featherweight Bout,perf,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",1,0,7 of 17,4 of 9,41.0,44.0,7 of 17,6 of 11,1 of 1,0 of 0,100.0,,1,0,0,0,1:34,0:33,2 of 10,3 of 8,5 of 7,1 of 1,0 of 0,0 of 0,4 of 12,3 of 8,3 of 3,1 of 1,0 of 2,0 of 0,28.0,75.0,71.0,25.0,0.0,0.0,57.0,75.0,42.0,25.0,0.0,0.0,,,163,7,17,4,9,41.0,44.0,7,17,6,11,1,1,0,0,100.0,,2,10,3,8,5,7,1,1,0,0,0,0,4,12,3,8,3,3,1,1,0,2,0,0,HERBERT BURNS,NATE LANDWEHR,2020-01-25,100.0,-120.0,"Raleigh, North Carolina, USA",USA,163.0,550.0,240.0,155.0,2500.0,1250.0,225.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
JAMAHAL HILL,DARKO STOSIC,2020-01-25,Sweet Dreams,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 28 - 29. Tiffany Sorber 28 - 29. Tony Weeks 28 - 29.,Light Heavyweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,101 of 233,31 of 72,43.0,43.0,102 of 236,32 of 81,0 of 0,6 of 9,,66.0,0,0,0,0,0:02,2:18,49 of 167,20 of 56,40 of 53,3 of 7,12 of 13,8 of 9,101 of 232,25 of 59,0 of 1,0 of 1,0 of 0,6 of 12,48.0,64.0,39.0,9.0,11.0,25.0,100.0,80.0,0.0,0.0,0.0,19.0,,,300,101,233,31,72,43.0,43.0,102,236,32,81,0,0,6,9,,66.0,49,167,20,56,40,53,3,7,12,13,8,9,101,232,25,59,0,1,0,1,0,0,6,12,JAMAHAL HILL,DARKO STOSIC,2020-01-25,-135.0,115.0,"Raleigh, North Carolina, USA",USA,900.0,-140.0,380.0,1200.0,800.0,650.0,300.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
JORDAN ESPINOSA,ALEX PEREZ,2020-01-25,The Gamer,,L,W,blue_win,Submission,1,2:33,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Half Guard,Flyweight Bout,perf,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,2 of 13,2 of 9,15.0,22.0,2 of 13,16 of 23,0 of 0,1 of 1,,100.0,0,1,0,0,0:00,1:32,1 of 9,0 of 6,0 of 0,0 of 1,1 of 4,2 of 2,2 of 13,2 of 9,0 of 0,0 of 0,0 of 0,0 of 0,50.0,0.0,0.0,0.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,153,2,13,2,9,15.0,22.0,2,13,16,23,0,0,1,1,,100.0,1,9,0,6,0,0,0,1,1,4,2,2,2,13,2,9,0,0,0,0,0,0,0,0,JORDAN ESPINOSA,ALEX PEREZ,2020-01-25,210.0,-250.0,"Raleigh, North Carolina, USA",USA,153.0,400.0,140.0,800.0,340.0,1200.0,650.0,Red,0.0,12.0,11.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,12.0,,both
JUSTINE KISH,LUCIE PUDILOVA,2020-01-25,,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 27 - 30. David Ebert 27 - 30. Tony Weeks 27 - 30.,Women's Flyweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,62 of 129,29 of 143,48.0,20.0,66 of 135,47 of 165,1 of 1,0 of 0,100.0,,0,0,0,0,0:34,0:09,17 of 70,22 of 131,16 of 23,6 of 11,29 of 36,1 of 1,50 of 108,25 of 137,10 of 14,4 of 6,2 of 7,0 of 0,27.0,75.0,25.0,20.0,46.0,3.0,80.0,86.0,16.0,13.0,3.0,0.0,,,300,62,129,29,143,48.0,20.0,66,135,47,165,1,1,0,0,100.0,,17,70,22,131,16,23,6,11,29,36,1,1,50,108,25,137,10,14,4,6,2,7,0,0,JUSTINE KISH,LUCIE PUDILOVA,2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MONTEL JACKSON,FELIPE COLARES,2020-01-25,Quik,Cabocao,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 26 - 30. Tiffany Sorber 26 - 30. Sal D'amato 25 - 30.,Bantamweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",1,0,75 of 103,7 of 28,72.0,25.0,96 of 130,8 of 31,11 of 15,1 of 8,73.0,12.0,0,3,0,0,10:40,1:22,64 of 91,2 of 17,9 of 10,4 of 8,2 of 2,1 of 3,32 of 47,6 of 23,43 of 55,1 of 5,0 of 1,0 of 0,85.0,28.0,12.0,57.0,2.0,14.0,42.0,85.0,57.0,14.0,0.0,0.0,,,300,75,103,7,28,72.0,25.0,96,130,8,31,11,15,1,8,73.0,12.0,64,91,2,17,9,10,4,8,2,2,1,3,32,47,6,23,43,55,1,5,0,1,0,0,MONTEL JACKSON,FELIPE COLARES,2020-01-25,-700.0,500.0,"Raleigh, North Carolina, USA",USA,900.0,165.0,900.0,650.0,1408.0,110.0,2150.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
RAFAEL DOS ANJOS,MICHAEL CHIESA,2020-01-25,,Maverick,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Tony Weeks 27 - 30. Chris Lee 28 - 29. Eric Colon 28 - 29.,Welterweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,14 of 36,9 of 51,38.0,17.0,23 of 52,54 of 107,0 of 1,6 of 8,0.0,75.0,0,0,0,0,0:42,10:13,2 of 23,6 of 45,4 of 4,2 of 5,8 of 9,1 of 1,14 of 36,9 of 49,0 of 0,0 of 1,0 of 0,0 of 1,14.0,66.0,28.0,22.0,57.0,11.0,100.0,100.0,0.0,0.0,0.0,0.0,,,300,14,36,9,51,38.0,17.0,23,52,54,107,0,1,6,8,0.0,75.0,2,23,6,45,4,4,2,5,8,9,1,1,14,36,9,49,0,0,0,1,0,0,0,1,RAFAEL DOS ANJOS,MICHAEL CHIESA,2020-01-25,-225.0,185.0,"Raleigh, North Carolina, USA",USA,900.0,155.0,380.0,340.0,640.0,450.0,1000.0,Red,0.0,,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,both
SARA MCMANN,LINA LANSBERG,2020-01-25,,Elbow Queen,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Carter,David Ebert 27 - 30. Chris Lee 26 - 30. Eric Colon 25 - 30.,Women's Bantamweight Bout,,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",0,0,38 of 50,1 of 5,76.0,20.0,62 of 84,36 of 51,3 of 5,0 of 0,60.0,,1,0,0,0,13:22,0:00,22 of 32,0 of 4,15 of 17,1 of 1,1 of 1,0 of 0,1 of 8,1 of 5,1 of 1,0 of 0,36 of 41,0 of 0,57.0,0.0,39.0,100.0,2.0,0.0,2.0,100.0,2.0,0.0,94.0,0.0,,,300,38,50,1,5,76.0,20.0,62,84,36,51,3,5,0,0,60.0,,22,32,0,4,15,17,1,1,1,1,0,0,1,8,1,5,1,1,0,0,36,41,0,0,SARA MCMANN,LINA LANSBERG,2020-01-25,-125.0,105.0,"Raleigh, North Carolina, USA",USA,900.0,165.0,265.0,315.0,1008.0,1050.0,500.0,Red,0.0,11.0,10.0,,,,10.0,,,,,,,,,,,,,11.0,,,,,,,,,,both
ALEKSA CAMUR,JUSTIN LEDET,2020-01-18,,El Blanco,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29. Ron McCarthy 27 - 30. Tony Weeks 27 - 30.,Light Heavyweight Bout,,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",0,0,80 of 165,44 of 131,48.0,33.0,88 of 174,60 of 148,1 of 2,0 of 0,50.0,,0,0,0,0,0:00,1:14,40 of 104,34 of 117,24 of 34,10 of 14,16 of 27,0 of 0,62 of 141,38 of 123,17 of 23,6 of 8,1 of 1,0 of 0,50.0,77.0,30.0,22.0,20.0,0.0,77.0,86.0,21.0,13.0,1.0,0.0,,,300,80,165,44,131,48.0,33.0,88,174,60,148,1,2,0,0,50.0,,40,104,34,117,24,34,10,14,16,27,0,0,62,141,38,123,17,23,6,8,1,1,0,0,ALEKSA CAMUR,JUSTIN LEDET,2020-01-18,-115.0,105.0,"Las Vegas, Nevada, USA",USA,900.0,442.0,225.0,2550.0,700.0,160.0,499.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ALEKSEI OLEINIK,MAURICE GREENE,2020-01-18,The Boa Constrictor,The Crochet Boss,W,L,red_win,Submission,2,4:38,3 Rnd (5-5-5),Keith Peterson,Armbar From Mount,Heavyweight Bout,perf,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",0,0,7 of 22,13 of 29,31.0,44.0,25 of 46,38 of 54,3 of 3,0 of 0,100.0,,3,0,0,0,7:25,0:54,4 of 19,10 of 25,2 of 2,1 of 2,1 of 1,2 of 2,4 of 16,10 of 26,0 of 0,3 of 3,3 of 6,0 of 0,57.0,76.0,28.0,7.0,14.0,15.0,57.0,76.0,0.0,23.0,42.0,0.0,,,278,7,22,13,29,31.0,44.0,25,46,38,54,3,3,0,0,100.0,,4,19,10,25,2,2,1,2,1,1,2,2,4,16,10,26,0,0,3,3,3,6,0,0,ALEKSEI OLEINIK,MAURICE GREENE,2020-01-18,110.0,-120.0,"Las Vegas, Nevada, USA",USA,578.0,1000.0,800.0,175.0,2000.0,650.0,105.0,Red,0.0,,12.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,both
ANDRE FILI,SODIQ YUSUFF,2020-01-18,Touchy,Super,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Lee 28 - 29. Derek Cleary 28 - 29. Adalaide Byrd 28 - 29.,Featherweight Bout,,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",0,0,49 of 145,73 of 155,33.0,47.0,56 of 152,90 of 177,3 of 7,0 of 0,42.0,,0,1,0,1,2:05,4:14,36 of 129,54 of 131,10 of 12,10 of 15,3 of 4,9 of 9,46 of 140,50 of 120,3 of 4,3 of 5,0 of 1,20 of 30,73.0,73.0,20.0,13.0,6.0,12.0,93.0,68.0,6.0,4.0,0.0,27.0,,,300,49,145,73,155,33.0,47.0,56,152,90,177,3,7,0,0,42.0,,36,129,54,131,10,12,10,15,3,4,9,9,46,140,50,120,3,4,3,5,0,1,20,30,ANDRE FILI,SODIQ YUSUFF,2020-01-18,125.0,-135.0,"Las Vegas, Nevada, USA",USA,900.0,350.0,290.0,750.0,3600.0,434.0,185.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ANTHONY PETTIS,DIEGO FERREIRA,2020-01-18,Showtime,,L,W,blue_win,Submission,2,1:46,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Lightweight Bout,perf,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",0,0,22 of 45,25 of 53,48.0,47.0,28 of 51,43 of 74,0 of 0,3 of 7,,42.0,0,1,0,0,0:00,3:54,12 of 33,18 of 43,9 of 11,4 of 6,1 of 1,3 of 4,18 of 41,16 of 39,3 of 3,3 of 4,1 of 1,6 of 10,54.0,72.0,40.0,16.0,4.0,12.0,81.0,64.0,13.0,12.0,4.0,24.0,,,106,22,45,25,53,48.0,47.0,28,51,43,74,0,0,3,7,,42.0,12,33,18,43,9,11,4,6,1,1,3,4,18,41,16,39,3,3,3,4,1,1,6,10,ANTHONY PETTIS,DIEGO FERREIRA,2020-01-18,200.0,-220.0,"Las Vegas, Nevada, USA",USA,406.0,450.0,120.0,800.0,600.0,450.0,400.0,Red,0.0,,11.0,,,,,,,,9.0,11.0,,,,,,,,,,,,,,,,,,both
BRIAN KELLEHER,ODE OSBOURNE,2020-01-18,Boom,The Jamaican Sensation,W,L,red_win,Submission,1,2:49,3 Rnd (5-5-5),Mark Smith,Guillotine Choke On Ground,Bantamweight Bout,perf,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",0,0,7 of 12,9 of 14,58.0,64.0,28 of 34,19 of 25,1 of 2,0 of 0,50.0,,1,0,0,0,1:58,0:04,5 of 9,9 of 14,0 of 1,0 of 0,2 of 2,0 of 0,3 of 5,3 of 8,0 of 0,1 of 1,4 of 7,5 of 5,71.0,100.0,0.0,0.0,28.0,0.0,42.0,33.0,0.0,11.0,57.0,55.0,,,169,7,12,9,14,58.0,64.0,28,34,19,25,1,2,0,0,50.0,,5,9,9,14,0,1,0,0,2,2,0,0,3,5,3,8,0,0,1,1,4,7,5,5,BRIAN KELLEHER,ODE OSBOURNE,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
