red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_kd,blue_fighter_kd,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_td,blue_fighter_td,red_fighter_td_pct,blue_fighter_td_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,time_seconds,red_fighter_sig_str_landed,red_fighter_sig_str_attempted,blue_fighter_sig_str_landed,blue_fighter_sig_str_attempted,red_fighter_sig_str_pct_num,blue_fighter_sig_str_pct_num,red_fighter_total_str_landed,red_fighter_total_str_attempted,blue_fighter_total_str_landed,blue_fighter_total_str_attempted,red_fighter_td_landed,red_fighter_td_attempted,blue_fighter_td_landed,blue_fighter_td_attempted,red_fighter_td_pct_num,blue_fighter_td_pct_num,red_fighter_sig_str_head_landed,red_fighter_sig_str_head_attempted,blue_fighter_sig_str_head_landed,blue_fighter_sig_str_head_attempted,red_fighter_sig_str_body_landed,red_fighter_sig_str_body_attempted,blue_fighter_sig_str_body_landed,blue_fighter_sig_str_body_attempted,red_fighter_sig_str_leg_landed,red_fighter_sig_str_leg_attempted,blue_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_attempted,red_fighter_sig_str_distance_landed,red_fighter_sig_str_distance_attempted,blue_fighter_sig_str_distance_landed,blue_fighter_sig_str_distance_attempted,red_fighter_sig_str_clinch_landed,red_fighter_sig_str_clinch_attempted,blue_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_attempted,red_fighter_sig_str_ground_landed,red_fighter_sig_str_ground_attempted,blue_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_attempted,red_key,blue_key,date_key,red_odds,blue_odds,location,country,total_fight_time_secs,red_dec_odds,blue_dec_odds,red_sub_odds,blue_sub_odds,red_ko_odds,blue_ko_odds,better_rank,empty_arena,blue_match_weightclass_rank,red_match_weightclass_rank,red_women_s_flyweight_rank,red_women_s_featherweight_rank,red_women_s_strawweight_rank,red_women_s_bantamweight_rank,red_heavyweight_rank,red_light_heavyweight_rank,red_middleweight_rank,red_welterweight_rank,red_lightweight_rank,red_featherweight_rank,red_bantamweight_rank,red_flyweight_rank,red_pound_for_pound_rank,blue_women_s_flyweight_rank,blue_women_s_featherweight_rank,blue_women_s_strawweight_rank,blue_women_s_bantamweight_rank,blue_heavyweight_rank,blue_light_heavyweight_rank,blue_middleweight_rank,blue_welterweight_rank,blue_lightweight_rank,blue_featherweight_rank,blue_bantamweight_rank,blue_flyweight_rank,blue_pound_for_pound_rank,odds_match
BROK WEAVER,KAZULA VARGAS,2020-02-15,Chata Tuska,,W,L,red_win,DQ,1,4:02,3 Rnd (5-5-5),Robert Romero,Illegal Knee on Ground,Lightweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,0,5 of 9,15 of 29,55.0,51.0,6 of 10,50 of 64,0 of 0,1 of 2,,50.0,1,0,0,0,0:00,3:07,3 of 6,6 of 14,0 of 0,5 of 10,2 of 3,4 of 5,4 of 7,9 of 21,0 of 1,3 of 5,1 of 1,3 of 3,60.0,40.0,0.0,33.0,40.0,26.0,80.0,60.0,0.0,20.0,20.0,20.0,,,242,5,9,15,29,55.0,51.0,6,10,50,64,0,0,1,2,,50.0,3,6,6,14,0,0,5,10,2,3,4,5,4,7,9,21,0,1,3,5,1,1,3,3,BROK WEAVER,KAZULA VARGAS,2020-02-15,-270.0,230.0,"Rio Rancho, New Mexico, USA",USA,242.0,-110.0,550.0,450.0,1400.0,600.0,450.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
CASEY KENNEY,MERAB DVALISHVILI,2020-02-15,,The Machine,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joe Coca,Sal D'amato 27 - 30. Ester Lopez 25 - 30. Derek Cleary 28 - 29.,Bantamweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,0,45 of 118,63 of 181,38.0,34.0,47 of 120,114 of 241,0 of 0,12 of 24,,50.0,0,0,0,0,0:05,5:42,22 of 87,30 of 137,10 of 17,14 of 23,13 of 14,19 of 21,42 of 112,43 of 156,3 of 6,7 of 8,0 of 0,13 of 17,48.0,47.0,22.0,22.0,28.0,30.0,93.0,68.0,6.0,11.0,0.0,20.0,,,300,45,118,63,181,38.0,34.0,47,120,114,241,0,0,12,24,,50.0,22,87,30,137,10,17,14,23,13,14,19,21,42,112,43,156,3,6,7,8,0,0,13,17,CASEY KENNEY,MERAB DVALISHVILI,2020-02-15,150.0,-170.0,"Rio Rancho, New Mexico, USA",USA,900.0,240.0,-145.0,680.0,1900.0,950.0,1050.0,Red,0.0,,15.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,both
COREY ANDERSON,JAN BLACHOWICZ,2020-02-15,Overtime,,L,W,blue_win,KO/TKO,1,3:08,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,Light Heavyweight Bout,perf,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,1,11 of 27,13 of 31,40.0,41.0,11 of 27,13 of 31,0 of 0,0 of 0,,,0,0,0,0,0:03,0:02,4 of 19,11 of 27,3 of 4,1 of 3,4 of 4,1 of 1,11 of 27,12 of 29,0 of 0,0 of 1,0 of 0,1 of 1,36.0,84.0,27.0,7.0,36.0,7.0,100.0,92.0,0.0,0.0,0.0,7.0,,,188,11,27,13,31,40.0,41.0,11,27,13,31,0,0,0,0,,,4,19,11,27,3,4,1,3,4,4,1,1,11,27,12,29,0,0,0,1,0,0,1,1,COREY ANDERSON,JAN BLACHOWICZ,2020-02-15,-235.0,195.0,"Rio Rancho, New Mexico, USA",USA,188.0,160.0,550.0,1000.0,750.0,250.0,360.0,Red,0.0,6.0,5.0,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,,,,both
DEVIN CLARK,DEQUAN TOWNSEND,2020-02-15,Brown Bear,The Tarantula,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Kenny Ortiz 27 - 30. Mark Sanchez 26 - 30. Glenn Trowbridge 26 - 30.,Light Heavyweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,0,39 of 54,6 of 36,72.0,16.0,122 of 150,37 of 69,3 of 4,0 of 0,75.0,,0,0,0,0,10:06,0:00,19 of 32,4 of 33,13 of 14,2 of 3,7 of 8,0 of 0,9 of 20,2 of 32,3 of 4,4 of 4,27 of 30,0 of 0,48.0,66.0,33.0,33.0,17.0,0.0,23.0,33.0,7.0,66.0,69.0,0.0,,,300,39,54,6,36,72.0,16.0,122,150,37,69,3,4,0,0,75.0,,19,32,4,33,13,14,2,3,7,8,0,0,9,20,2,32,3,4,4,4,27,30,0,0,DEVIN CLARK,DEQUAN TOWNSEND,2020-02-15,-400.0,325.0,"Rio Rancho, New Mexico, USA",USA,900.0,-135.0,1200.0,545.0,1065.0,425.0,590.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
DIEGO SANCHEZ,MICHEL PEREIRA,2020-02-15,Nightmare,Demolidor,W,L,red_win,DQ,3,3:09,3 Rnd (5-5-5),Jason Herzog,Illegal Knee on Ground,Welterweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,1,25 of 64,53 of 91,39.0,58.0,29 of 68,56 of 94,0 of 6,2 of 2,0.0,100.0,0,0,0,0,0:10,0:50,6 of 34,20 of 52,10 of 17,28 of 33,9 of 13,5 of 6,23 of 61,39 of 75,1 of 2,10 of 11,1 of 1,4 of 5,24.0,37.0,40.0,52.0,36.0,9.0,92.0,73.0,4.0,18.0,4.0,7.0,,,189,25,64,53,91,39.0,58.0,29,68,56,94,0,6,2,2,0.0,100.0,6,34,20,52,10,17,28,33,9,13,5,6,23,61,39,75,1,2,10,11,1,1,4,5,DIEGO SANCHEZ,MICHEL PEREIRA,2020-02-15,135.0,-155.0,"Rio Rancho, New Mexico, USA",USA,789.0,245.0,650.0,1000.0,1600.0,700.0,100.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
JIM MILLER,SCOTT HOLTZMAN,2020-02-15,A-10,Hot Sauce,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Romero,Sal D'amato 27 - 30. Ester Lopez 28 - 29. Tony Weeks 28 - 29.,Lightweight Bout,fight,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,0,58 of 121,88 of 197,47.0,44.0,66 of 131,120 of 231,0 of 2,1 of 1,0.0,100.0,0,0,0,0,0:27,4:57,33 of 93,77 of 180,13 of 15,5 of 8,12 of 13,6 of 9,44 of 104,70 of 169,11 of 14,10 of 16,3 of 3,8 of 12,56.0,87.0,22.0,5.0,20.0,6.0,75.0,79.0,18.0,11.0,5.0,9.0,,,300,58,121,88,197,47.0,44.0,66,131,120,231,0,2,1,1,0.0,100.0,33,93,77,180,13,15,5,8,12,13,6,9,44,104,70,169,11,14,10,16,3,3,8,12,JIM MILLER,SCOTT HOLTZMAN,2020-02-15,115.0,-135.0,"Rio Rancho, New Mexico, USA",USA,900.0,375.0,225.0,325.0,1800.0,1145.0,230.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
JOHN DODSON,NATHANIEL WOOD,2020-02-15,The Magician,The Last Kingsman,W,L,red_win,KO/TKO,3,0:16,3 Rnd (5-5-5),Joe Coca,Punch to Head At Distance,Bantamweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",1,0,39 of 72,46 of 99,54.0,46.0,57 of 91,68 of 124,0 of 0,1 of 1,,100.0,0,0,0,0,1:58,0:47,31 of 64,24 of 63,5 of 5,6 of 15,3 of 3,16 of 21,31 of 62,40 of 92,4 of 5,5 of 6,4 of 5,1 of 1,79.0,52.0,12.0,13.0,7.0,34.0,79.0,86.0,10.0,10.0,10.0,2.0,,,16,39,72,46,99,54.0,46.0,57,91,68,124,0,0,1,1,,100.0,31,64,24,63,5,5,6,15,3,3,16,21,31,62,40,92,4,5,5,6,4,5,1,1,JOHN DODSON,NATHANIEL WOOD,2020-02-15,130.0,-150.0,"Rio Rancho, New Mexico, USA",USA,616.0,175.0,115.0,2750.0,730.0,550.0,880.0,Red,0.0,,13.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,both
LANDO VANNATA,YANCY MEDEIROS,2020-02-15,Groovy,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Tony Weeks 27 - 30. Ester Lopez 27 - 30. Derek Cleary 27 - 30.,Lightweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,0,99 of 188,68 of 193,52.0,35.0,100 of 189,68 of 193,0 of 3,0 of 1,0.0,0.0,0,0,0,0,0:04,0:00,36 of 107,42 of 163,29 of 38,14 of 17,34 of 43,12 of 13,98 of 185,66 of 191,1 of 3,2 of 2,0 of 0,0 of 0,36.0,61.0,29.0,20.0,34.0,17.0,98.0,97.0,1.0,2.0,0.0,0.0,,,300,99,188,68,193,52.0,35.0,100,189,68,193,0,3,0,1,0.0,0.0,36,107,42,163,29,38,14,17,34,43,12,13,98,185,66,191,1,3,2,2,0,0,0,0,LANDO VANNATA,YANCY MEDEIROS,2020-02-15,-120.0,100.0,"Rio Rancho, New Mexico, USA",USA,900.0,280.0,260.0,650.0,1000.0,320.0,400.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
MACY CHIASSON,SHANNA YOUNG,2020-02-15,,The Shanimal,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mark Sanchez 26 - 30. Glenn Trowbridge 26 - 30. Tony Weeks 26 - 30.,Women's Bantamweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,0,86 of 166,40 of 71,51.0,56.0,154 of 253,50 of 83,3 of 8,0 of 1,37.0,0.0,0,0,0,0,8:33,0:22,48 of 120,32 of 57,38 of 46,7 of 12,0 of 0,1 of 2,16 of 49,24 of 54,45 of 61,16 of 17,25 of 56,0 of 0,55.0,80.0,44.0,17.0,0.0,2.0,18.0,60.0,52.0,40.0,29.0,0.0,,,300,86,166,40,71,51.0,56.0,154,253,50,83,3,8,0,1,37.0,0.0,48,120,32,57,38,46,7,12,0,0,1,2,16,49,24,54,45,61,16,17,25,56,0,0,MACY CHIASSON,SHANNA YOUNG,2020-02-15,-800.0,550.0,"Rio Rancho, New Mexico, USA",USA,900.0,330.0,950.0,200.0,1995.0,115.0,1750.0,Red,0.0,,12.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,both
MARK DE LA ROSA,RAULIAN PAIVA,2020-02-15,Bumblebee,,L,W,blue_win,KO/TKO,2,4:42,3 Rnd (5-5-5),Robert Romero,Punch to Head At Distance,Flyweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,1,45 of 124,54 of 126,36.0,42.0,45 of 124,67 of 139,0 of 2,0 of 0,0.0,,0,0,0,0,0:00,1:47,21 of 91,33 of 98,15 of 24,10 of 13,9 of 9,11 of 15,44 of 122,45 of 116,1 of 2,8 of 9,0 of 0,1 of 1,46.0,61.0,33.0,18.0,20.0,20.0,97.0,83.0,2.0,14.0,0.0,1.0,,,282,45,124,54,126,36.0,42.0,45,124,67,139,0,2,0,0,0.0,,21,91,33,98,15,24,10,13,9,9,11,15,44,122,45,116,1,2,8,9,0,0,1,1,MARK DE LA ROSA,RAULIAN PAIVA,2020-02-15,205.0,-245.0,"Rio Rancho, New Mexico, USA",USA,582.0,420.0,-135.0,900.0,830.0,1565.0,675.0,Red,0.0,14.0,13.0,,,,,,,,,,,,13.0,,,,,,,,,,,,,14.0,,both
MONTANA DE LA ROSA,MARA ROMERO BORELLA,2020-02-15,,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joe Coca,Derek Cleary 27 - 30. Sal D'amato 27 - 30. Ester Lopez 27 - 30.,Women's Flyweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",1,0,27 of 67,23 of 53,40.0,43.0,74 of 128,64 of 99,1 of 3,1 of 2,33.0,50.0,1,0,0,0,8:30,1:48,15 of 51,15 of 44,8 of 10,3 of 4,4 of 6,5 of 5,14 of 51,15 of 44,4 of 6,5 of 6,9 of 10,3 of 3,55.0,65.0,29.0,13.0,14.0,21.0,51.0,65.0,14.0,21.0,33.0,13.0,,,300,27,67,23,53,40.0,43.0,74,128,64,99,1,3,1,2,33.0,50.0,15,51,15,44,8,10,3,4,4,6,5,5,14,51,15,44,4,6,5,6,9,10,3,3,MONTANA DE LA ROSA,MARA ROMERO BORELLA,2020-02-15,-175.0,155.0,"Rio Rancho, New Mexico, USA",USA,900.0,420.0,180.0,900.0,1200.0,1565.0,1200.0,Red,0.0,13.0,12.0,12.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,both
ROGERIO BONTORIN,RAY BORG,2020-02-15,,The Tazmexican Devil,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Kenny Ortiz 27 - 30. Glenn Trowbridge 27 - 30. Derek Cleary 25 - 30.,Flyweight Bout,,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,0,9 of 20,35 of 45,45.0,77.0,24 of 35,60 of 74,0 of 2,10 of 19,0.0,52.0,0,0,0,0,1:44,11:22,3 of 14,35 of 44,5 of 5,0 of 1,1 of 1,0 of 0,3 of 13,2 of 7,5 of 6,12 of 16,1 of 1,21 of 22,33.0,100.0,55.0,0.0,11.0,0.0,33.0,5.0,55.0,34.0,11.0,60.0,,,300,9,20,35,45,45.0,77.0,24,35,60,74,0,2,10,19,0.0,52.0,3,14,35,44,5,5,0,1,1,1,0,0,3,13,2,7,5,6,12,16,1,1,21,22,ROGERIO BONTORIN,RAY BORG,2020-02-15,130.0,-150.0,"Rio Rancho, New Mexico, USA",USA,900.0,185.0,120.0,1422.0,534.0,667.0,1250.0,Red,0.0,,7.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,both
TIM MEANS,DANIEL RODRIGUEZ,2020-02-15,The Dirty Bird,D-Rod,L,W,blue_win,Submission,2,3:37,3 Rnd (5-5-5),Herb Dean,Guillotine Choke Standing,Welterweight Bout,perf,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",0,1,41 of 95,49 of 121,43.0,40.0,41 of 95,49 of 121,1 of 3,0 of 0,33.0,,0,1,0,0,0:11,0:05,19 of 61,37 of 107,12 of 24,5 of 7,10 of 10,7 of 7,41 of 92,49 of 119,0 of 3,0 of 2,0 of 0,0 of 0,46.0,75.0,29.0,10.0,24.0,14.0,100.0,100.0,0.0,0.0,0.0,0.0,,,217,41,95,49,121,43.0,40.0,41,95,49,121,1,3,0,0,33.0,,19,61,37,107,12,24,5,7,10,10,7,7,41,92,49,119,0,3,0,2,0,0,0,0,TIM MEANS,DANIEL RODRIGUEZ,2020-02-15,-345.0,285.0,"Rio Rancho, New Mexico, USA",USA,517.0,230.0,675.0,365.0,1250.0,200.0,505.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ALEX MORONO,KHAOS WILLIAMS,2020-02-08,The Great White,The OxFighter,L,W,blue_win,KO/TKO,1,0:27,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance,Welterweight Bout,perf,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,1,1 of 4,10 of 17,25.0,58.0,1 of 4,10 of 17,0 of 0,0 of 1,,0.0,0,0,0,0,0:00,0:05,1 of 3,6 of 12,0 of 1,4 of 4,0 of 0,0 of 1,1 of 4,4 of 10,0 of 0,4 of 4,0 of 0,2 of 3,100.0,60.0,0.0,40.0,0.0,0.0,100.0,40.0,0.0,40.0,0.0,20.0,,,27,1,4,10,17,25.0,58.0,1,4,10,17,0,0,0,1,,0.0,1,3,6,12,0,1,4,4,0,0,0,1,1,4,4,10,0,0,4,4,0,0,2,3,ALEX MORONO,KHAOS WILLIAMS,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ANDRE EWELL,JONATHAN MARTINEZ,2020-02-08,Mr. Highlight,Dragon,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Danny De Alejandro 28 - 29. Joe Soliz 27 - 30. Joshua Ferraro 29 - 28.,Bantamweight Bout,,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,80 of 177,66 of 142,45.0,46.0,85 of 184,74 of 151,0 of 0,0 of 3,,0.0,0,0,0,0,0:02,1:30,32 of 123,30 of 88,43 of 49,15 of 27,5 of 5,21 of 27,78 of 172,65 of 141,2 of 5,1 of 1,0 of 0,0 of 0,40.0,45.0,53.0,22.0,6.0,31.0,97.0,98.0,2.0,1.0,0.0,0.0,,,300,80,177,66,142,45.0,46.0,85,184,74,151,0,0,0,3,,0.0,32,123,30,88,43,49,15,27,5,5,21,27,78,172,65,141,2,5,1,1,0,0,0,0,ANDRE EWELL,JONATHAN MARTINEZ,2020-02-08,-133.0,113.0,"Houston, Texas, USA",USA,900.0,140.0,240.0,1425.0,405.0,660.0,700.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
AUSTIN LINGO,YOUSSEF ZALAL,2020-02-08,Lights Out,The Moroccan Devil,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,Robin Williams 27 - 30. Robert Alexander 27 - 30. Chris Lee 27 - 30.,Featherweight Bout,,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,12 of 61,31 of 55,19.0,56.0,16 of 68,49 of 80,1 of 1,6 of 12,100.0,50.0,0,2,0,0,1:25,6:38,5 of 47,16 of 37,5 of 10,6 of 9,2 of 4,9 of 9,11 of 56,28 of 51,1 of 5,2 of 2,0 of 0,1 of 2,41.0,51.0,41.0,19.0,16.0,29.0,91.0,90.0,8.0,6.0,0.0,3.0,,,300,12,61,31,55,19.0,56.0,16,68,49,80,1,1,6,12,100.0,50.0,5,47,16,37,5,10,6,9,2,4,9,9,11,56,28,51,1,5,2,2,0,0,1,2,AUSTIN LINGO,YOUSSEF ZALAL,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DERRICK LEWIS,ILIR LATIFI,2020-02-08,The Black Beast,The Sledgehammer,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Danny De Alejandro 28 - 29. Robert Alexander 28 - 29. Chris Lee 28 - 29.,Heavyweight Bout,,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,20 of 50,5 of 12,40.0,41.0,27 of 58,62 of 77,0 of 1,3 of 7,0.0,42.0,0,0,0,0,0:41,8:49,12 of 39,2 of 8,8 of 10,1 of 1,0 of 1,2 of 3,12 of 38,3 of 8,8 of 12,2 of 4,0 of 0,0 of 0,60.0,40.0,40.0,20.0,0.0,40.0,60.0,60.0,40.0,40.0,0.0,0.0,,,300,20,50,5,12,40.0,41.0,27,58,62,77,0,1,3,7,0.0,42.0,12,39,2,8,8,10,1,1,0,1,2,3,12,38,3,8,8,12,2,4,0,0,0,0,DERRICK LEWIS,ILIR LATIFI,2020-02-08,-225.0,185.0,"Houston, Texas, USA",USA,900.0,475.0,425.0,2000.0,700.0,-145.0,550.0,Red,0.0,,6.0,,,,,6.0,,,,,,,,,,,,,,12.0,,,,,,,,both
DOMINGO PILARTE,JOURNEY NEWSON,2020-02-08,Son of Fire,,NC,NC,no_contest,Overturned,1,0:38,3 Rnd (5-5-5),Jacob Montalvo,Failed Drug Test by Newson,Bantamweight Bout,,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,1,1 of 4,6 of 10,25.0,60.0,1 of 4,7 of 13,0 of 0,0 of 0,,,0,0,0,0,0:00,0:05,0 of 3,6 of 10,1 of 1,0 of 0,0 of 0,0 of 0,0 of 2,1 of 5,1 of 2,0 of 0,0 of 0,5 of 5,0.0,100.0,100.0,0.0,0.0,0.0,0.0,16.0,100.0,0.0,0.0,83.0,,,38,1,4,6,10,25.0,60.0,1,4,7,13,0,0,0,0,,,0,3,6,10,1,1,0,0,0,0,0,0,0,2,1,5,1,2,0,0,0,0,5,5,DOMINGO PILARTE,JOURNEY NEWSON,2020-02-08,-125.0,105.0,"Houston, Texas, USA",USA,38.0,205.0,205.0,325.0,850.0,870.0,550.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
JON JONES,DOMINICK REYES,2020-02-08,Bones,The Devastator,W,L,red_win,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Marcos Rosales 47 - 48. Chris Lee 47 - 48. Joe Soliz 46 - 49.,UFC Light Heavyweight Title Bout,belt,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,104 of 166,116 of 259,62.0,44.0,107 of 170,119 of 263,2 of 9,0 of 0,22.0,,0,0,0,0,1:41,0:00,31 of 74,41 of 169,30 of 39,48 of 55,43 of 53,27 of 35,101 of 161,109 of 252,3 of 5,7 of 7,0 of 0,0 of 0,29.0,35.0,28.0,41.0,41.0,23.0,97.0,93.0,2.0,6.0,0.0,0.0,,,300,104,166,116,259,62.0,44.0,107,170,119,263,2,9,0,0,22.0,,31,74,41,169,30,39,48,55,43,53,27,35,101,161,109,252,3,5,7,7,0,0,0,0,JON JONES,DOMINICK REYES,2020-02-08,-460.0,365.0,"Houston, Texas, USA",USA,1500.0,190.0,750.0,260.0,1200.0,150.0,430.0,Red,0.0,4.0,0.0,,,,,,0.0,,,,,,,1.0,,,,,,4.0,,,,,,,,both
JUAN ADAMS,JUSTIN TAFA,2020-02-08,The Kraken,Bad Man,L,W,blue_win,KO/TKO,1,1:59,3 Rnd (5-5-5),Jeff Rexroad,Punch to Head In Clinch,Heavyweight Bout,,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,1,7 of 11,10 of 15,63.0,66.0,7 of 11,10 of 15,0 of 0,0 of 0,,,0,0,0,0,0:00,0:02,3 of 4,5 of 9,2 of 4,0 of 1,2 of 3,5 of 5,7 of 11,8 of 11,0 of 0,1 of 1,0 of 0,1 of 3,42.0,50.0,28.0,0.0,28.0,50.0,100.0,80.0,0.0,10.0,0.0,10.0,,,119,7,11,10,15,63.0,66.0,7,11,10,15,0,0,0,0,,,3,4,5,9,2,4,0,1,2,3,5,5,7,11,8,11,0,0,1,1,0,0,1,3,JUAN ADAMS,JUSTIN TAFA,2020-02-08,-240.0,200.0,"Houston, Texas, USA",USA,119.0,400.0,700.0,1200.0,1550.0,100.0,305.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
LAUREN MURPHY,ANDREA LEE,2020-02-08,Lucky,KGB,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,Patrick Patlan 28 - 29. Chris Lee 29 - 28. Danny De Alejandro 27 - 30.,Women's Flyweight Bout,,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",0,0,80 of 197,104 of 267,40.0,38.0,107 of 228,107 of 271,2 of 4,0 of 3,50.0,0.0,0,1,1,0,2:31,0:37,70 of 181,51 of 194,9 of 15,34 of 51,1 of 1,19 of 22,75 of 190,99 of 261,5 of 7,4 of 5,0 of 0,1 of 1,87.0,49.0,11.0,32.0,1.0,18.0,93.0,95.0,6.0,3.0,0.0,0.0,,,300,80,197,104,267,40.0,38.0,107,228,107,271,2,4,0,3,50.0,0.0,70,181,51,194,9,15,34,51,1,1,19,22,75,190,99,261,5,7,4,5,0,0,1,1,LAUREN MURPHY,ANDREA LEE,2020-02-08,260.0,-320.0,"Houston, Texas, USA",USA,900.0,400.0,-182.0,2000.0,775.0,1150.0,865.0,Red,0.0,8.0,7.0,7.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,both
